National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
NW-2009-1090891,HMSC09-04-09-Er,"Whale, gray",OR,Lane,Florence,"just north of Heceta Head, near Hobbit Trail",44.15176,decimal degrees,-124.12066,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,extremely emaciated; left ovary had large cauliflower like mass with yellowish purulent fluid in adjacent urterine horn,,,4/9/09,Beach or Land,Fresh Dead,N,4/9/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,ADULT,1311,cm,actual,0,lb,estimate,Y,N,Y,N,N,44.15152,124.1198,N,,,N,N,N,N,,Y,limited,4/9/09,"extremely emaciated female; very fresh, found lying flat on ventral aspect, presumably had died on beach; left ovary had large cauliflower like mass with yellowish purulent fluid in adjacent urterine horn; stomach contained mud, sea weed and other benthic",
NW-2009-1105121,HMSC09-06-26-Er,"Whale, gray",OR,Coos,North Bend,north of the BLM sand access road #1 about 1.5 miles,43.434317,decimal degrees,-124.28785,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,6/26/09,Beach or Land,Advanced Decomposition,N,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,ADULT,1219,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,reported and photgraphed by Beach Ranger,
NW-2009-1106091,HMSC09-12-02-Er,"Whale, gray",OR,Tillamook,Tierra-Del-Mar,in front of 5955 Harris Ave,45.248548,decimal degrees,-123.968537,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,12/2/09,Beach or Land,Advanced Decomposition,N,12/3/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,762,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,Y,N,,N,,,decomposed juvenile whale came ashore during astronomic high tide period. Efforts to measure and collect samples were unsuccessful as the tide took the carcass out to sea as responders were on scene.,
NW-2010-1121702,PSU10-01-02-Pm,"Whale, sperm",OR,Clatsop,Cannon Beach,Umpqua St.,45.86967,decimal degrees,-123.96225,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,areas of deep bruising on head and at condyles; some organs seemed abnormal,,,1/2/10,Beach or Land,Moderate Decomposition,N,1/2/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,465,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,Y,,Y,Complete,1/3/10,,
NW-2010-1121607,HMSC10-04-14-Mn,"Whale, humpback",OR,Coos,Charleston,22 miles off Coos Bay in about 250 fathoms,43.359435,decimal degrees,-124.855728,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,"skull only; evidence of a injury, possibly a ship strike on the occipital bone and there is evidence of healing",,,4/14/10,Beach or Land,Mummified/Skeletal,N,4/14/10,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,Y,,NA,,,"found by trawler F/V Sundad, dragging for bottom fish about 22 miles off Coos Bay in about 250 fathom; there is evidence of a injury, possibly a ship strike, that occurred sometime in it's life. It's on the occipital bone and there is evidence of healing",
NW-2010-1121608,PSU10-04-16-Er,"Whale, gray",OR,Clatsop,Gearhart,2.2 miles north of Sunset Beach access,46.13014,decimal degrees,-123.95542,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,2-Jan,,,4/16/10,Beach or Land,Advanced Decomposition,N,4/16/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,772,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,Y,,Y,,4/18/10,,
NW-2010-1121656,HMSC10-05-07-Er,"Whale, gray",OR,Lincoln,Newport,"10 miles NW of Newport, about 3 miles offshore",44.77705,decimal degrees,-124.162667,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,N,,Y,"3 crab pots (lines) attached to tail; 3 buoys: - 1 orange at tail, 1 white 50' behind; 1 white 100' behind",,,5/7/10,Beach or Land,Alive,Y,,,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,Y,N,N,Y,N,,,OSU group attempted disentanglement but could not find whale; had been sighted by airplane pilot as well as USCG helo; last seen moving north,UNKNOWN,ADULT,600,in,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"entangled adult gray whale sighted by private plane pilot; later observed by USCG helo; OSU team responded in RHIB but could not locate whale after extensive search, assisted by USCG vessel",
NW-2010-1121659,PSU10-05-11-Ba,"Whale, minke",OR,Clatsop,Warrenton,south jetty at Fort Stevens State Park,46.23003,decimal degrees,-124.01902,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,"hemorrhage around head; odd marks along both sides of body; # of ""dents""; some bruising, blood in mouth, blowhole",,,5/11/10,Beach or Land,Moderate Decomposition,N,5/11/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,PUP/CALF,386,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,Y,,Y,Complete,5/12/10,,
NW-2010-1121669,HMSC10-05-22-Er,"Whale, gray",OR,Lincoln,Waldport,Beachside State Park,44.385134,decimal degrees,-124.090103,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,most of skin gone; had been observed floating offshore 5/22; large amount of dark red fluid in abdominal cavity,,,5/22/10,Beach or Land,Advanced Decomposition,N,5/23/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,ADULT,1230,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,Limited,5/24/10,,
NW-2010-1129988,HMSC10-08-17-Mn,"Whale, humpback",OR,Lincoln,Newport,"about 15 miles sw of Newport in the south end of the Stonewall Bank Yelloweye Rockfish Conservation Area (YRCA); 9/2 came ashore 1/2 mile south of Cut Creek on Whiskey Run beach, Bandon",44.523094,decimal degrees,-124.364662,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,N,Y,N,N,,Y,"multiple crab buoys attached to tail stock; very bloated, tongue swollen like a baloon",,,8/16/10,Floating,Moderate Decomposition,N,9/2/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,ADULT,1250,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,NA,,,sighted by recreational fisherman on day before report made; multiple crab buoys floating above tail; tongue swollen high like a baloon; carcass appeared to be anchored by crab gear; Coast Guard Group North Bend to search and photograph when weather condi,
NW-2010-1129935,HMSC10-09-19-Mn,"Whale, humpback",OR,Lincoln,South Beach,just south of Lost Creek State Park,44.538336,decimal degrees,-124.075563,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,left side of tongue partially torn away; hyoid bone disarticulated; appears to have been preyed upon by killer whaes,,,9/19/10,Beach or Land,Fresh Dead,N,9/19/10,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,SUBADULT,1055,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,Limited,9/19/10,,
NW-2010-1130043,HMSC10-11-18-Mn,"Whale, humpback",OR,Lincoln,Yachats,"near Holiday Market, milepost 161-162",44.35072,decimal degrees,-124.096184,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,11/18/10,Beach or Land,Advanced Decomposition,N,11/18/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,325,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,Limited,11/19/10,"decomposed carcass of a neonate with umbillical cord attached, fetal folds evident. Limited sampling of tissues done.",
NW-2010-1129882,HMSC10-11-22-Mn,"Whale, humpback",OR,Coos,North Bend,Coos Bay N Spit between the #1 BLM Sand road and the Dunes NRA/BLM boundary,43.42545,decimal degrees,-124.29285,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,11/22/10,Beach or Land,Moderate Decomposition,N,11/23/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,ADULT,456,in,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"according to ranger: ""51 foot Humpback whale, old and decayed, showing signs of bloating with very large barnacles. In surf zone with many birds working away at it. No signs of human disturbance."" Jan Hodder later sent students to get measurements and s",
NW-2010-1129910,PSU10-12-29-Mn,"Whale, humpback",OR,Clatsop,Warrenton,at Peter Iredale beach access,46.17558,decimal degrees,-123.97913,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,12/29/10,Beach or Land,Mummified/Skeletal,N,12/29/10,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,ADULT,0,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2011-1135071,HMSC11-02-23-Oo,"Whale, killer",OR,Lane,Florence,"Washburn State Park, day use area, 100 yards south of access",44.159299,decimal degrees,-124.118686,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,Y,"extemely decomposed; caudal end of body missing, lower jaw missing, teeth missing",,,2/23/11,Beach or Land,Advanced Decomposition,N,2/23/11,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,511,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"4/12/2011 - collected several vertebrae, ribs, and skull; some vertebrae transferred to Dr. Andy Allen, Department of Veterinary Pathology Western College of Veterinary Medicine, University of Saskatchewan; remains of skull, one rib and one vertebra also transferred to Laurie Robertson, Cape Perpetua Visitor Center, Siuslaw National Forest",
NW-2011-1135092,HMSC11-04-27-Uc,UNKNOWN MYSTICETE,OR,Tillamook,Pacific City,"unknown, on beach at low tide",45.197057,decimal degrees,-123.969827,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,N,"apparent piece of whale skull partially buried in sand, exposed at low tide",,,4/27/11,Beach or Land,Mummified/Skeletal,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"apparent piece of whale skull partially buried in sand, exposed at low tide",
NW-2011-1135017,HMSC11-06-06-Er,"Whale, gray",OR,Curry,Port Orford,on the south side of Humbug Mountain,42.67008,decimal degrees,-124.43421,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,6/6/11,Beach or Land,Advanced Decomposition,N,6/12/11,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,YEARLING,862,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,The whale carcass had washed up on rocks south of Humbug Mountain. There was no skin and it appeared to have been in the ocean for a while. Several areas had been abbraded down into the fat layer. No baleen was present. *The fluke and flipper had been damaged and so the measurements 12 and 14 are based on the remaining fluke and flipper measurements.,
NW-2011-1139638,HMSC11-12-26-Er,"Whale, gray",OR,Coos,Bandon,Just south of Face Rock Wayside,43.1041,decimal degrees,-124.43503,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,,N,Numerous cuts and abrasions were present as the carcass had been rolling in the surf; deeper cuts along the right ventral side that appeared to be post-mortem bite marks,,,12/25/11,Beach or Land,Moderate Decomposition,N,12/27/11,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,SUBADULT,1212,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2012-1145964,HMSC12-11-10-Mn,"Whale, humpback",OR,Lane,Florence,"floating off Sea Lion Caves, Heceta Head; later on Baker Beach",44.11,decimal degrees,-124.138333,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,"torn tongue, brusing on head and tooth marks suggest killer whale predation",,,11/10/12,Floating,Moderate Decomposition,N,11/15/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,855,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,11/16/12,,
NW-2013-1155071,HMSC13-05-06-Er,"Whale, gray",OR,Curry,Brookings,off Mack Arch,42.227993,decimal degrees,-124.410986,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,N,N,Y,reportedly had crab buoy and 20 feet of line trailing behind it,,observed by rec fishing vessel,5/6/13,Swimming,Alive,Y,,,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,entangled,,"was reportedly entangled in crab gear, swimming within 1 mile of shore, observed by recreational fisherman",UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate,N,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"was reportedly entangled in crab gear, swimming within 1 mile of shore, observed by recreational fisherman; final disposition unknown",
NW-2013-1148514,HMSC13-05-10-Er,"Whale, gray",OR,Tillamook,Tierra Del Mar,northern end of beach,45.269187,decimal degrees,-123.965537,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,"multiple fresh rake marks over most of body, presumably from killer whales; left and right flipper tips missing with deep abrasions and rake marks; wound at anterios insertion of right flippe",,,5/10/13,Beach or Land,Moderate Decomposition,N,5/10/13,Moderate Decomposition,N,N,N,N,N,N,N,,Oregon Coast Aquarium,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,to be buried by State Parks,Y,limited,5/10/13,,
NW-2013-1148522,HMSC13-05-24-Er,"Whale, gray",OR,Lincoln,Waldport,"Big Stump beach, south end of Patterson State Park; approximately 3400 SW Pacific Coast Highway",44.402695,decimal degrees,-124.086887,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,multiple rake marks from killer whales; head and most organs gone,,,5/24/13,Beach or Land,Advanced Decomposition,N,5/24/13,Advanced Decomposition,N,N,N,N,N,N,N,,Oregon Coast Aquarium,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,568,cm,estimate,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,buried by State Parks 5/28/13,N,,,,
NW-2013-1149258,HMSC13-06-24-Pm,"Whale, sperm",OR,Curry,Brookings,Mill Beach,42.050583,decimal degrees,-124.295692,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,6/24/13,Beach or Land,Advanced Decomposition,N,6/24/13,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,480,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,photographed by State Parks; their plan is to leave on site to decomposed; not feasible to bury in shallow substrate,
NW-2013-1149261,HMSC13-06-27-Er,"Whale, gray",OR,Curry,Langlois,south of New River,42.914383,decimal degrees,-124.501816,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,N,Y,N,Y,N,Y,entangled to gear at peduncle and right pectoral; crab pot tag # L45429 F/V JO 707-496-8852,,,6/27/13,Beach or Land,Advanced Decomposition,N,6/27/13,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,420,in,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,entangled to gear at peduncle and right pectoral; crab pot tag # L45429 F/V JO 707-496-8852,
NW-2014-1155881,HMSC14-03-12-Pm,"Whale, sperm",OR,Lane,Florence,"northen end of Baker Beach, against base of cliff",44.105145,decimal degrees,-124.122813,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,N,Y,only the head was found; apparent propeller marks on right side of melon - likely post-mortem,,,3/12/14,Beach or Land,Advanced Decomposition,N,3/13/14,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,0,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2014-1157298,HMSC14-04-03-Er,"Whale, gray",OR,Coos,Bandon,"north of Floras Lake, adjacent to New River",42.97609,decimal degrees,-124.469405,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,N,Y,N,N,N,Y,"healed linear scars at ventral fluke and peduncle, bruising at penduncle suggestive of previous entanglement with fishery gear; healed orca rake marks at left pectoral flipper; linear scars at right ventral jaw/throat",,,4/3/14,Beach or Land,Moderate Decomposition,N,4/4/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,982,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,4/4/14,"carcass in snowy plover nesting site on very isolated beach, 5 miles from nearest vehicle access point; only accessible by foot or ATV",
NW-2014-1158418,PSU14-04-15-Er,"Whale, gray",OR,Clatsop,Seaside,Ave J,45.98801,decimal degrees,-123.93462,decimal degrees,CBD,N,N,N,,N,,,Y,N,N,N,,N,CBD,N,N,N,N,,,,4/13/14,Beach or Land,Advanced Decomposition,N,4/15/14,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,1265,cm,actual,0,kg,,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2014-1159811,HMSC14-05-27-Er,"Whale, gray",OR,Curry,Gold Beach,"Nesika Beach, 33622 Ofir Road",42.523135,decimal degrees,-124.410946,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,N,N,N,entangled; appeared to be swimming well in northely direction; observer took video - it appears to have an orange/red or white/red buoy trailing just a few feet behind it,,,5/27/14,Swimming,Alive,N,,,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,Y,N,N,N,N,,,,UNKNOWN,UNKNOWN,0,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,"swimming with another large gray whale, appeared to be swimming well in northely direction; observer took video - it appears to have an orange/red or white/red buoy trailing just a few feet behind it",
NW-2014-1159812,HMSC14-05-28-Er,"Whale, gray",OR,Lincoln,Otter Rock,"off Otter Crest and Cape Foulweather, later between south point and Boiler Bay, Depoe Bay; sighted next day off Cape Kiwanda (Pacific City)",44.762405,decimal degrees,-124.072725,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,N,N,Y,entangled; blue/green line wrapped a couple times around thorax; white and orange buoys trailing behind; swimming quickly and close to mother,,,5/28/14,Swimming,Alive,N,5/28/14,Alive,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,Y,N,N,N,N,,,entangled; swimming quickly and closely to mother; attempts were made to disentangle but whales were evasive and not safely approachable; last seen swimming northward from Boiler Bay,UNKNOWN,PUP/CALF,0,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,entangled calf; blue/green line wrapped a couple times around thorax; white and orange buoys trailing behind; swimming quickly (3-5 kts) and close to mother; attempts were made to disentangle calf but the whales were evasive and not safely approachable; t,
NW-2014-1158471,HMSC14-07-17-Mn,"Whale, humpback",OR,Coos,Charleston,Bastendorff Beach,43.348694,decimal degrees,-124.346111,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,N,bruising at insertion to right pectoral flipper suggests that it may have been entangled in gear,,,7/17/14,Beach or Land,Fresh Dead,N,7/18/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,650,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,limited,7/18/14,,
NW-2014-1169747,HMSC14-10-10-Er,"Whale, gray",OR,Curry,Gold Beach,Bailey Beach,42.457889,decimal degrees,-124.424242,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,10/10/14,Beach or Land,Moderate Decomposition,N,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,PUP/CALF,790,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2014-1169766,HMSC14-10-29-Er,"Whale, gray",OR,Curry,Port Orford,Battle Rock beach,42.74147,decimal degrees,-124.48936,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,"multiple deep bite marks on body (right side of tongue missing), suggest killer whale predation",,,10/29/14,Beach or Land,Moderate Decomposition,N,10/30/14,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,840,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2014-1170641,HMSC14-12-25-Er,"Whale, gray",OR,Douglas,Gardiner,just north of the north jetty of the Umpqua River,43.673964,decimal degrees,-124.206025,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,"numerous areas of missing skin and bruising, particularly on head and sides of body; round puncture wounds on surface of tongue; suggests killer whale predation",,,12/25/14,Beach or Land,Condition Unknown,N,12/31/14,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,730,cm,estimate,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,12/31/14,,
NW-2015-1172837,HMSC15-05-11-Er,"Whale, gray",OR,Lincoln,South Beach,just north of Lost Creek Wayside,44.550065,decimal degrees,-124.073532,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,5/11/15,Beach or Land,Moderate Decomposition,N,5/14/15,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,777,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,limited,5/14/15,,
NW-2015-1174644,HMSC15-05-21-Er,"Whale, gray",OR,Curry,Brookings,.25 NM south of mouth of Chetco River; sighted again off Depoe Bay 5/24 and Netarts Bay 5/25,42.036,decimal degrees,-124.275,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,30 feet of line with a single yellow buoy trailing behind whale; moving about 3.5 knots (not anchored),,witness description,5/21/15,Beach or Land,Alive,Y,,,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,Y,N,,,"30 feet of line with a single yellow buoy trailing behind whale; moving about 3.5 knots northward; was reportedly with 3 conspecifics, including a calf",UNKNOWN,ADULT,0,cm,estimate,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,NA,,,entangled whale last sighted about 4 NM west of Netarts Bay; yellow buoy with black band and dark green rope,
NW-2015-1179442,HMSC15-10-11-Mn,"Whale, humpback",OR,Lincoln,Yachats,"NW Oregon St., San Marine area; skull came ashore next day at Patterson State Park 4 miles north",44.354527,decimal degrees,-124.095975,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,multiple tooth marks from killer whales evident over peduncle and soft tissue of cranial region; skull came ashore separately,,,10/11/15,Beach or Land,Advanced Decomposition,N,10/12/15,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1044,cm,estimate,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,N,,N,,,,
NW-2015-1179408,HMSC15-11-01-Bm,"Whale, blue",OR,Curry,Ophir,inially sighted floating about 3 miles south of Sister Rocks; made landfall about 6/10 mile north of Ophir rest area; south of mouth of Greggs Creek,42.544751,decimal degrees,-124.398223,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,Y,N,Y,N,Y,"multiple wounds from killer whales and sharks over body; skull fractured, particuarly at left caudal aspect, possible ship strike",,,11/1/15,Floating,Condition Unknown,N,11/3/15,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,2127,cm,actual,0,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,Y,skeletal remains salvaged; soft remains buried,Y,limited,11/4/15,,
