Regional ID,Field ID,Common Name,Date of Occurance,Date of Examination,State,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Examiner,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks,,
9104026,CAS-RLD-382,GRAY WHALE,4/3/91,4/8/91,CA,MARIN,NOVATO,"HAMILTON AIR FORCE BASE, 200 YARDS OFF STATE ROUTE 300",38,122,VESSEL COLLISION,MODERATE DECOMPOSITION,"R. DEITER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",LEFT AT SITE,M,ADULT,1223,CM,,,5 CUTS PRESENT ON RIGHT DORSAL SURFACE OF CARCASS; CUTS APPEAR TO HAVE BEEN MADE BY A PROPELLER; POSSIBLE BOAT COLLISION,NO PARTS COLLECTED,,,
9104027,HSU-VM-1622,GRAY WHALE,4/3/91,4/3/91,CA,HUMBOLDT,EUREKA,1/4 MILE SOUTH OF SOUTH JETTY SANDSPIT,4045,12415,UNKNOWN,FRESH DEAD,"P. GUTHRIE, T. LAWLOR, VERTEBRATE MUSEUM, HUMBOLDT STATE UNIVERSITY, ARCATA",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,1210,CM,,,,SKULL & BALEEN TO HUMBOLDT STATE UNIVERSITY VERTEBRATE MUSEUM; 6 BALEEN PLATES TRANSFERRED TO ZOO BOISE ON 01/24/96 (DOC-4361-F/SWR),"HUMBOLDT STATE UNIVERSITY, VERTEBRATE MUSEUM",,
9104060,CAS-RLD-381,GRAY WHALE,4/6/91,4/7/91,CA,SONOMA,,500 YARDS NORTH OF HORSESHOE COVE,3838,12337,UNKNOWN,MODERATE DECOMPOSITION,"R. DEITER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,1080,CM,,,CARCASS WITH A HOLE IN LEFT THORACIC WALL; 30 CM IN DIAMETER & 1 ARM'S LENGTH IN DEPTH,"4 VERTEBRAE; 1 RIB & 6 FOOT SECTION OF BALEEN TO SALT POINT STATE PARK VISITOR CENTER (DOC-4279-F/SWR); SMALL SECTION OF BALEEN TO MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY; BALEEN TRANSFERRED TO ANTHROPOLOGY, UC SANTA CRUZ ON 08/19/96; BALEEN SECTION TRANSFERRED FROM MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY TO BOISE STATE UNIVERSITY IN JULY 1995 (DOC-4523-F/SWR)",SALT POINT STATE PARK,,
9104136,MVZ-JC-1,GRAY WHALE,4/13/91,4/15/91,CA,CONTRA COSTA,RICHMOND,"MILLER/KNOX REGIONAL SHORELINE, POINT RICHMOND",3755,12221,VESSEL COLLISION,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,F,SUBADULT,379,IN,,,POSSIBLE SHIP COLLISION; 6-7 FRESH PROPELLER-LIKE CUTS ON BACK; NECROPSY PERFORMED AT TIBURON LAB ON 4/22/91,"BALEEN; SKULL; HYOIDS;  PELVIC BONE & SKIN SAMPLE TO CROWN BEACH REGIONAL PARK VISITOR CENTER (DOC-4282-F/SWR); OVARIES; STOMACH & SKIN SAMPLES TO MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY; LIVER; KIDNEY; STOMACH & BLUBBER SAMPLES TO NMFS/SEATTLE; EPA, OREGON; AQUATIC HABITAT INSTITUTE & BODEGA BAY INSTITUTE","MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY, BERKELEY",,
9104168,,GRAY WHALE,4/17/91,4/18/91,CA,ALAMEDA,NEWARK,"SAN FRANCISCO BAY NATIONAL WILDLIFE REFUGE, 1/2 MILE NORTH OF DUMBARTON BRIDGE",3731,12206,VESSEL COLLISION,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,450,IN,,,POSSIBLE BOAT COLLISION,BALEEN; SKULL & SKELETON TO SAN FRANCISCO BAY NATIONAL WILDLIFE REFUGE (DOC-4280-F/SWR); SKULL & SKELETON TRANSFERRED TO OCEANIC SOCIETY ON 10/23/01 (DOC-4703-F/SWR),SAN FRANCISCO BAY NATIONAL WILDLIFE REFUGE,,
9104170,,GRAY WHALE,4/18/91,4/18/91,CA,SAN FRANCISCO,SAN FRANCISCO,"ALCATRAZ ISLAND, SOUTHEASTERN TIDEPOOL AREA",3748,12225,UNKNOWN,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,486,IN,,,"CARCASS RESTRANDED AT DIABLO COVE, MARIN COUNTY ON 5/14/91; CURVILINEAR LENGTH MEASUREMENT RECORDED AT THAT TIME","BLUBBER SAMPLE TO NMFS/NWR/ECOLOGY DIVISION; BLUBBER SAMPLE TO EPA/HATFIELD MARINE SCIENCE CENTER/NEWPORT, OREGON; NPS IS IN POSSESSION OF ONLY 1 VERTEBRA; 2 VERTEBRAE & RIB WERE TAKEN BY UNKNOWN PERSON","NATIONAL PARKS SERVICES, GOLDEN GATE NATIONAL RECREATION AREA",,
9105009,,GRAY WHALE,5/1/91,5/2/91,CA,ALAMEDA,OAKLAND,NEAR JUNCTION OF HIGHWAY 80 & HIGHWAY 580,3750,12218,UNKNOWN,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,492,IN,,,"SINGLE SHEET OF BALEEN CUT OUT FROM LEFT SIDE BY UNKNOWN PERSONS; REMAINING BALEEN WELL-WORN; CARCASS RESTRANDED AT POINT BONITA, GGNRA ON 05/12/91",BLUBBER SAMPLES TO NMFS/NWR/ECOLOGY DIVISION; ONE EYEBALL TO UC BERKELEY MUSEUM OF VERTEBRATE ZOOLOGY,"MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY, BERKELEY",,
9105053,COR-MM-0014,GRAY WHALE,5/5/91,5/6/91,CA,MENDOCINO,WESTPORT,1/2 MILE SOUTH OF WESTPORT CITY LIMITS,393750,1234710,UNKNOWN,FRESH DEAD,"G. GRANTHAM, COLLEGE OF THE REDWOODS, FORT BRAGG",SPECIMEN TO SCIENTIFIC COLLECTION,U,ADULT,1150,CM,,,"CARCASS ADRIFT IN SHALLOW WATER AT BASE OF STEEP, ROCKY CLIFF",2 CERVICAL VERTEBRAE & 1 HYOID TO COLLEGE OF THE REDWOODS; 15 RIBS; 33 VERTEBRAE; 2 HUMERI; 1 MANDIBLE; PARTIAL ROSTRUM & NUMEROUS BONE FRAGMENTS TO MACKERRICHER STATE PARK VISITOR CENTER,COLLEGE OF THE REDWOODS,,
9105177,,GRAY WHALE,5/20/91,5/24/91,CA,HUMBOLDT,ORICK,NORTH END OF BIG LAGOON,4113,12407,UNKNOWN,MODERATE DECOMPOSITION,"P. GUTHRIE, S. SMITH, & J. JACOBSEN, VERTEBRATE MUSEUM, HUMBOLDT STATE UNIVERSITY, ARCATA",LEFT AT SITE,U,ADULT,1250,CM,,,,NO PARTS COLLECTED,,,
9106051,,HUMPBACK WHALE,6/13/91,6/13/91,CA,CHANNEL ISLANDS,SAN CLEMENTE ISLAND,200 YARDS OFFSHORE,32,118,UNKNOWN,MODERATE DECOMPOSITION,"L. CLARK, NAVAL OCEANS SYSTEMS CENTER, SAN DIEGO",LEFT AT SITE,U,ADULT,480,IN,,,CARCASS FLOATING OFFSHORE; IDENTIFICATION BASED ON PECTORAL FINS APPROXIMATELY 6 FEET IN LENGTH,NO PARTS COLLECTED,,,
9106057,,GRAY WHALE,6/14/91,6/14/91,CA,MARIN,,OFFSHORE MUIR BEACH OVERLOOK,3751,12234,UNKNOWN,MODERATE DECOMPOSITION,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",LEFT AT SITE,F,SUBADULT,300,IN,,,CARCASS FLOATING OFFSHORE,NO PARTS COLLECTED,,,
9106061,CAS-RLD-394,SPERM WHALE,6/16/91,6/16/91,CA,MARIN,,"SOUTH BEACH, POINT REYES NATIONAL SEASHORE",3801,12300,UNKNOWN,FRESH DEAD,"R. DEITER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",SPECIMEN TO SCIENTIFIC COLLECTION,M,PUP/CALF,584,CM,,,TEETH NOT YET ERUPTED; SQUID BEAKS IN STOMACH,SKIN; BLUBBER; MUSCLE; LUNG; HEART; LIVER; KIDNEY; SPLEEN; INTESTINAL TRACT & REPRODUCTIVE TRACT SAMPLES TO CALIFORNIA ACADEMY OF SCIENCES,CALIFORNIA ACADEMY OF SCIENCES,,
9108050,LACMNH-JEH-434,FIN WHALE,8/12/91,8/12/91,CA,LOS ANGELES,SAN PEDRO,"BERTH 69, LOS ANGELES HARBOR",3344,11816,VESSEL COLLISION,FRESH DEAD,"J. HEYNING, LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY, LOS ANGELES",SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,1350,CM,,,ANIMAL HIT BY FREIGHTER NORTH OF LOS ANGELES HARBOR; CARCASS BROUGHT INTO HARBOR DRAPED ACROSS VESSEL'S BOW; CARCASS TOWED OUT TO SEA; RESTRANDING AT HUNTINGTON STATE BEACH ON 08/21/91,SKULL; BLUBBER & MUSCLE SAMPLES TO LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY,LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY,,
9112046,CAS-RLD-403,GRAY WHALE,12/30/91,1/27/92,CA,MARIN,,"GREAT BEACH, 1.8 MILES SOUTH OF KEHOE BEACH, POINT REYES NATIONAL SEASHORE",3809,12258,FISHERY-RELATED,MODERATE DECOMPOSITION,"R. DEITER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",LEFT AT SITE,U,SUBADULT,780,CM,,,CARCASS SIGHTED FLOATING 1/2 MILE OFF BODEGA HEAD ON 12/30/91; CARCASS WRAPPED IN CABLE OF UNKNOWN ORIGIN; CARCASS DISCOVERED ON BEACH ON 1/27/92,NO PARTS COLLECTED,,,
9201039,LACMNH-TDL-149,GRAY WHALE,1/28/92,1/28/92,CA,SAN DIEGO,CAMP PENDLETON,CAMP PENDLETON,3317,11726,UNKNOWN,FRESH DEAD,"T. LEWIS, LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY, LOS ANGELES",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,1170,CM,,,CARCASS TOWED OFFSHORE BY SCRIPPS INSTITUTION OF OCEANOGRAPHY PERSONNEL & SUNK FOR HYDROTHERMAL VENT ORGANISM CARCASS COLONIZATION STUDY,"SKULL TO LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY; 3 VERTEBRAE & 2 RIB SECTIONS TO DEPARTMENT OF OCEANOGRAHY, UNIVERSITY OF HAWAII AT MANOA",LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY,,
9202048,,UNIDENTIFIED WHALE,2/18/92,2/18/92,CA,LOS ANGELES,MALIBU,EL MATADOR STATE BEACH,3401,11850,UNKNOWN,MODERATE DECOMPOSITION,"T. LEWIS, LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY, LOS ANGELES",LEFT AT SITE,U,ADULT,480,IN,,,SKULL MISSING; SPECIMEN UNIDENTIFIABLE EVEN TO FAMILY,NO PARTS COLLECTED,,,
9202066,,GRAY WHALE,2/26/92,2/26/92,CA,SAN DIEGO,POINT LOMA,5 MILES OFFSHORE POINT LOMA,3240,11720,FISHERY-RELATED,MODERATE DECOMPOSITION,REPORT RECEIVED VIA NATIONAL MARINE FISHERIES SERVICE ENFORCEMENT,TOWED OUT TO SEA,U,SUBADULT,240,IN,,,CARCASS FLOATING OFFSHORE WRAPPED IN LOBSTER POT LINE,NO PARTS COLLECTED,TOWED OUT TO SEA,,
9203026,,GRAY WHALE,3/5/92,3/5/92,CA,SAN DIEGO,CARDIFF-BY-THE-SEA,SAN ELIJO STATE BEACH,3302,11717,FISHERY-RELATED,FRESH DEAD,"K. PELTIER. J. KASHIWADA, NATIONAL MARINE FISHERIES SERVICE, LA JOLLA",LEFT AT SITE,F,PUP/CALF,180,IN,,,NO SKIN LEFT ON ANIMAL; NO BALEEN; SHARK BITES ON FLUKES; CARCASS WITH NYLON ROPE THROUGH MOUTH & AROUND FLUKES; MAY BE SAME ANIMAL FOUND ENTANGLED IN LOBSTER POT GEAR OFF OF POINT LOMA ON 02/26/92,NO PARTS COLLECTED,,,
9203082,MVZ-REJ-1472,GRAY WHALE,3/13/92,3/16/92,CA,CONTRA COSTA,PINOLE,"SAN PABLO BAY, BETWEEN DAVIS POINT & LONE TREE POINT",37,122,UNKNOWN,MODERATE DECOMPOSITION,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",TOWED OUT TO SEA,M,ADULT,1143,CM,,,CARCASS FLOATING OFFSHORE AT PACIFIC REFINERY OIL PLATFORM; CARCASS TOWED TO GULF OF FARALLONES,NO PARTS COLLECTED,TOWED OUT TO SEA,,
9203093,SBMNH-92-3,SPERM WHALE,3/18/92,3/19/92,CA,CHANNEL ISLANDS,SANTA CRUZ ISLAND,FIRST CANYON EAST OF MALVA REAL,34,119,UNKNOWN,MODERATE DECOMPOSITION,"C. WOODHOUSE, SANTA BARBARA MUSEUM OF NATURAL HISTORY, SANTA BARBARA",SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,1010,CM,,,,SKULL; MANDIBLES & VARIOUS VERTEBRAE TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY,,
9203142,MVZ-REJ-1473,GRAY WHALE,3/30/92,3/30/92,CA,ALAMEDA,OAKLAND,"ARMY-NAVY SUPPLY CENTER, SOUTH OF OAKLAND BAY BRIDGE",3746,12219,UNKNOWN,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,1148,CM,,,CARCASS FIRST REPORTED FLOATING IN OUTER HARBOR ON 03/24/93,BALEEN SAMPLES TO UC BERKELEY MUSEUM OF VERTEBRATE ZOOLOGY; LEFT BALEEN RACK TRANSFERRED TO MARINE SCIENCE INSTITUTE ON 03/30/92 (DOC-4304-F/SWO); RIGHT BALEEN RACK TRANSFERRED TO SIERRA COLLEGE ON 04/22/92 (DOC-4305-F/SWO),"MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY, BERKELEY",,
9204148,,GRAY WHALE,4/13/92,4/14/92,CA,HUMBOLDT,TRINIDAD,"INDIAN BEACH, NORTH OF TRINIDAD",4104,12409,UNKNOWN,FRESH DEAD,"J. JACOBSEN, P. GUTHRIE, VERTEBRATE MUSEUM, HUMBOLDT STATE UNIVERSITY, ARCATA",LEFT AT SITE,U,ADULT,1245,CM,,,,NO PARTS COLLECTED,,,
9204146,CAS-IDS-126,GRAY WHALE,4/13/92,4/13/92,CA,MARIN,,"LIMANTOUR BEACH, 1 MILE SOUTH OF PARKING LOT, POINT REYES NATIONAL SEASHORE",3801,12253,UNKNOWN,MODERATE DECOMPOSITION,"I. SZCZEPANIAK, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",WASHED OUT TO SEA,M,ADULT,1202,CM,,,CARCASS WASHED OUT TO SEA ON 04/15/92,NO PARTS COLLECTED,WASHED OUT TO SEA,,
9204418,,GRAY WHALE,4/14/92,4/14/92,CA,HUMBOLDT,TRINIDAD,INDIAN BEACH,4104,12409,UNKNOWN,FRESH DEAD,"J. JACOBSEN, P. GUTHRIE, VERTEBRATE MUSEUM, HUMBOLDT STATE UNIVERSITY, ARCATA",SPECIMEN TO SCIENTIFIC COLLECTION,U,ADULT,1245,CM,,,,"SKULL COLLECTED BY PRIVATE CITIZEN UNDER ""BEACHCOMBER RULE"" (DOC-4830-F/SWR)",PRIVATE CITIZEN,,
9204179,,GRAY WHALE,4/15/92,4/15/92,CA,HUMBOLDT,ORICK,"GOLD BLUFFS BEACH, REDWOOD NATIONAL PARK",41,124,UNKNOWN,MODERATE DECOMPOSITION,REPORT RECEIVED VIA NATIONAL MARINE FISHERIES SERVICE ENFORCEMENT,LEFT AT SITE,U,ADULT,480,CM,,,,NO PARTS COLLECTED,,,
9204217,,UNIDENTIFIED WHALE,4/18/92,4/20/92,CA,SAN LUIS OBISPO,PISMO BEACH,BEST WESTERN SHELTER COVE LODGE,3509,12038,UNKNOWN,MODERATE DECOMPOSITION,"CALIFORNIA DEPARTMENT OF FISH & GAME, MORRO BAY, REPORT RECEIVED VIA PHONE",LEFT AT SITE,U,ADULT,420,IN,,,,NO PARTS COLLECTED,,,
9204375,,GRAY WHALE,4/28/92,4/28/92,CA,MONTEREY,MONTEREY,MONTEREY BAY,36,121,PREDATION-RELATED,FRESH DEAD,REPORT RECEIVED VIA NEWSPAPER ARTICLE,LEFT AT SITE,F,ADULT,555,IN,,,KILLER WHALE PREDATION; ONE OF TWO ANIMALS ATTACKED & KILLED BY A POD OF SEVEN KILLER WHALES; CARCASS FLOATING OFFSHORE,NO PARTS COLLECTED,,,
9204376,,GRAY WHALE,4/28/92,4/28/92,CA,MONTEREY,MONTEREY,MONTEREY BAY,36,121,PREDATION-RELATED,FRESH DEAD,REPORT RECEIVED VIA NEWSPAPER ARTICLE,LEFT AT SITE,U,PUP/CALF,180,IN,,,KILLER WHALE PREDATION; ONE OF TWO ANIMALS ATTACKED & KILLED BY A POD OF SEVEN KILLER WHALES; CARCASS FLOATING OFFSHORE,NO PARTS COLLECTED,,,
9204404,NMFS-JVK-0051,GRAY WHALE,4/29/92,4/29/92,CA,SAN DIEGO,SAN DIEGO,"SAN DIEGO HARBOR, AT NORTH END OF SHELTER ISLAND DRIVE",3243,11713,UNKNOWN,FRESH DEAD,"J. KASHIWADA, NATIONAL MARINE FISHERIES SERVICE, LA JOLLA",SPECIMEN TO SCIENTIFIC COLLECTION,M,SUBADULT,1000,CM,20000,LB,"CARCASS FLOATING IN HARBOR; SOME BLEEDING FROM TOP OF HEAD, NO LARGE WOUNDS APPARENT; ANIMAL APPEARED EMACIATED, OUTLINE OF BACKBONE VISIBLE WHILE CARCASS BEING TOWED BACK OUT TO SEA",SKIN SAMPLE FOR DNA ANALYSIS TO SOUTHWEST FISHERIES CENTER,NATIONAL MARINE FISHERIES SERVICE SOUTHWEST FISHERIES SCIENCE CENTER,,
9205143,,GRAY WHALE,5/9/92,5/9/92,CA,MARIN,BOLINAS,AGATE BEACH,3754,12241,UNKNOWN,MODERATE DECOMPOSITION,"C. KEIPER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",SPECIMEN TO SCIENTIFIC COLLECTION,U,PUP/CALF,670,CM,,,,SKULL TO BOLINAS-STINSON UNIFIED SCHOOL DISTRICT (DOC-4376-F/SWO); BALEEN COLLECTED BY UNAUTHORIZED PERSONNEL,BOLINAS-STINSON UNIFIED SCHOOL DISTRICT,,
9205127,CAS-IDS-129,MINKE WHALE,5/9/92,5/9/92,CA,SAN MATEO,PACIFICA,"SHARP PARK BEACH, JUST SOUTH OF MUNICIPAL PIER",3738,12229,PREDATION-RELATED,FRESH DEAD,"I. SZCZEPANIAK, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,780,CM,,,SUSPECTED KILLER WHALE PREDATION,BALEEN & LOWER MANDIBLE TO CALIFORNIA ACADEMY OF SCIENCES,CALIFORNIA ACADEMY OF SCIENCES,,
9205324,MVZ-REJ-1475,GRAY WHALE,5/19/92,5/20/92,CA,CONTRA COSTA,RICHMOND,POINT SAN PABLO,3754,12223,UNKNOWN,FRESH DEAD,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,1250,CM,,,CARCASS FIRST OBSERVED FLOATING OFFSHORE ANGEL ISLAND ON 05/18/92; CARCASS BEACHED AT POINT SAN PABLO ON 05/19/92; CARCASS TOWED OUT TO SEA ON 05/20/92,"BALEEN SAMPLES TO MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY; BALEEN SAMPLE TRANSFERRED TO SHOREBIRD PARK NATURE CENTER ON 06/10/92","MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY, BERKELEY",,
9205389,,MINKE WHALE,5/20/92,5/21/92,CA,MONTEREY,MONTEREY,JUST BELOW GRANITE CANYON MARINE LABORATORY,36,121,UNKNOWN,MODERATE DECOMPOSITION,"J. STERN, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",LEFT AT SITE,M,PUP/CALF,510,CM,,,MILK IN STOMACH,NO PARTS COLLECTED,,,
9205500,CAS-IDS-133,GRAY WHALE,5/25/92,5/25/92,CA,SAN MATEO,EL GRANADA,400 METERS SOUTH OF BREAKWATER,37,122,UNKNOWN,MODERATE DECOMPOSITION,"I. SZCZEPANIAK, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",LEFT AT SITE,M,ADULT,1250,CM,,,CARCASS WITH GREAT WHITE SHARK BITES,NO PARTS COLLECTED,,,
9205501,SBMMC-92-17,HUMPBACK WHALE,5/25/92,5/25/92,CA,CHANNEL ISLANDS,SAN MIGUEL ISLAND,"1/4 MILE NW OF OTTER HARBOR, 100 YARDS OFFSHORE",34,120,UNKNOWN,MODERATE DECOMPOSITION,"P. HOWORTH, SANTA BARBARA MARINE MAMMAL CENTER, SANTA BARBARA",LEFT AT SITE,U,SUBADULT,420,IN,60000,LB,CARCASS FLOATING IN KELP BED 100 YARDS OFFSHORE,NO PARTS COLLECTED,,,
9207024,,GRAY WHALE,7/3/92,7/3/92,CA,SAN LUIS OBISPO,LOS OSOS,MONTANA DE ORO STATE PARK,,,UNKNOWN,ADVANCED DECOMPOSITION,"J. CORDARO, NATIONAL MARINE FISHERIES SERVICE/SOUTHWEST REGION, LONG BEACH",SPECIMEN TO SCIENTIFIC COLLECTION,U,PUP/CALF,440,CM,,,,"ASSORTED BONES TO CALIFORNIA DEPARTMENT OF PARKS & RECREATION, SAN LUIS OBISPO DISTRICT",CALIFORNIA DEPARTMENT OF PARKS AND RECREATION,,
9208090,,BLUE WHALE,8/17/92,8/17/92,CA,SANTA BARBARA,,GOVERNMENT POINT,3427,12026,UNKNOWN,MODERATE DECOMPOSITION,"D. HANAN, CALIFORNIA DEPARTMENT OF FISH & GAME, LONG BEACH",LEFT AT SITE,M,SUBADULT,960,CM,,,CARCASS AT INACCESSIBLE SITE; SANTA BARBARA MUSEUM OF NATURAL HISTORY PERSONNEL UNABLE TO RESPOND,NO PARTS COLLECTED,,,
9208118,LML-ER-92AUG23,GRAY WHALE,8/23/92,8/23/92,CA,SANTA CRUZ,,"WILDER RANCH STATE PARK, ""4 MILE"" BEACH",3700,12211,ILLNESS-RELATED,FRESH DEAD,"D. CASPER, C. EWALD, K. BECKMAN, LONG MARINE LABORATORY, UNIVERSITY OF CALIFORNIA, SANTA CRUZ",SPECIMEN TO SCIENTIFIC COLLECTION,F,PUP/CALF,706,CM,4500,KG,BLUE SHARK BITES TO CAUDAL PEDUNCLE; SHARK OR KILLER WHALE BITES TO LEFT PECTORAL FIN,BALEEN TO LONG MARINE LABORATORY & CALIFORNIA MARINE MAMMAL CENTER; BLUBBER SAMPLES TO LONG MARINE LABORATORY & TEXAS A&M; LIVER; KIDNEY; LUNG & PANCREAS SAMPLES TO LONG MARINE LABORATORY; ECTOPARASITE & ENDOPARASITE SAMPLES TO LONG MARINE LABORATORY,"LONG MARINE LABORATORY, UC SANTA CRUZ, SANTA CRUZ",,
9208122,,HUMPBACK WHALE,8/25/92,8/25/92,CA,CHANNEL ISLANDS,SAN CLEMENTE ISLAND,SAN CLEMENTE ISLAND,3308,11836,UNKNOWN,FRESH DEAD,"T. LEWIS, LOS ANGELES COUNTY MUSEUM OF NATURAL HISTORY, LOS ANGELES",LEFT AT SITE,U,UNKNOWN,,,,,,NO PARTS COLLECTED,,,
9209059,,BLUE WHALE,9/12/92,9/12/92,CA,MARIN,,"SEA LION COVE, SOUTH OF LIGHTHOUSE, POINT REYES NATIONAL SEASHORE",38,122,UNKNOWN,MODERATE DECOMPOSITION,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",LEFT AT SITE,U,SUBADULT,660,IN,,,,NO PARTS COLLECTED,,,
9210024,,HUMPBACK WHALE,10/9/92,10/9/92,CA,SAN MATEO,,"OFFSHORE, BETWEEN PESCADERO POINT & PIGEON POINT",3702,12213,UNKNOWN,MODERATE DECOMPOSITION,"G. STRACHAN, ANO NUEVO STATE RESERVE",LEFT AT SITE,U,ADULT,,,,,CARCASS FIRST OBSERVED FLOATING OFFSHORE ON 10/09/92 BETWEEN PESCADERO POINT & PIGEON POINT; LATER OBSERVED FLOATING OFFSHORE SCOTT'S CREEK; RECORDED POSITION REFERS TO SCOTT'S CREEK SIGHTING,NO PARTS COLLECTED,,,
9212074,SBMMC-92-139,SPERM WHALE,12/24/92,12/24/92,CA,CHANNEL ISLANDS,SAN MIGUEL ISLAND,SIMONTON COVE,34,120,GILLNET-RELATED,FRESH DEAD,"J. FITZGERALD, CHANNEL ISLANDS NATIONAL PARK, VENTURA",LEFT AT SITE,M,SUBADULT,374,IN,,,CARCASS ENTANGLED IN MONOFILAMENT GILLNET,NO PARTS COLLECTED,,,
9301082,NMFS-WTN-0011,GRAY WHALE,1/16/93,1/16/93,CA,SAN DIEGO,DEL MAR,12TH STREET,3257,11716,UNKNOWN,MODERATE DECOMPOSITION,"B. NORMAN, NATIONAL MARINE FISHERIES SERVICE, LA JOLLA",SPECIMEN TO SCIENTIFIC COLLECTION,M,PUP/CALF,422,CM,1200,LB,EMACIATED CALF; CARCASS APPROXIMATELY 6-10 DAYS OLD,SKIN & BLUBBER SAMPLES TO SOUTHWEST FISHERIES SCIENCE CENTER,NATIONAL MARINE FISHERIES SERVICE SOUTHWEST FISHERIES SCIENCE CENTER,,
9301111,MVZ-REJ-1487,GRAY WHALE,1/24/93,3/25/93,CA,MARIN,,"LIMANTOUR BEACH, POINT REYES NATIONAL SEASHORE",3801,12254,UNKNOWN,ADVANCED DECOMPOSITION,"R. JONES, MUSEUM OF VERTEBRATE ZOOLOGY, UNIVERSITY OF CALIFORNIA, BERKELEY",SPECIMEN TO SCIENTIFIC COLLECTION,U,PUP/CALF,187,IN,,,"CARCASS REDUCED TO MASS OF BLUBBER, APPROXIMATELY 3 FEET IN LENGTH & 200 POUNDS IN WEIGHT","SCAPULA TO MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY; 13-14 RIBS; 7 CAUDALS; 5 PARTS OF HYOIDS; 4 CERVICALS & SEVERAL UNIDENTIFIED BONES TO BOLINAS-STINSON SCHOOL DISTRICT","MUSEUM OF VERTEBRATE ZOOLOGY, UC BERKELEY, BERKELEY",,
